status,issue,title,validator comment 1,validator comment 2,validator comment 3,root cause 1,root cause 2,root cause 3,merged root cause,primary finding,proposed root cause group,,,,,
Satisfactory,validation-368,"The `validateVariablePoolHasEnoughLiquidity()` check can be bypassed, giving certain users an unfair advantage",QA,sandwich aave pool,Incorrect address reference featuring a sandwich attack,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L19-L44,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L67-L72,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L19-L44""",validation-368,"""DUPE-CapsLibrary-001,DUPE-CapsLibrary-003""",,,,,
Satisfactory,validation-561,`validateVariablePoolHasEnoughLiquidity`'s checking condition can be bypassed.,,sandwich aave pool,Incorrect address reference featuring a sandwich attack,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L67-L72,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,validation-368,DUPE-CapsLibrary-001,DUPE-BuyCreditMarket-001,DUPE-SellCreditMarket-003,,,
Satisfactory,validation-371,Users may incur an unexpected fragmentation fee in the `compensate()`  call,,"frontrun borrower's compensate(), lead to unexpedted fragmentation fee. Some issue about compensate flow, the fee should be consistent for different orders of actions.",Missing check for creditPositionWithDebtToRepay.credit > 0 (Opposing scenario described),,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146-L155""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146-L155,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136""",validation-371,"""DUPE-Compensate-003,DUPE-Compensate-004""",,,,,
Satisfactory,validation-375,Lender always can DoS a Lender trying to exit credit early.,,frontrun DOS early exit buying minimum,Intended design,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L139-L145,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L87,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L87,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L139-L145""",validation-375,"""DUPE-Compensate-002,DUPE-SellCreditMarket-004""",,,,,
Satisfactory,validation-378,Compensations can be used to artificially make a position overdue and avoid a larger protocol fee during liquidations under certain conditions,compensation delay of liquidation,"compensate to switch from underwater to overdue loan, skip fee",Devoid of coded POC to allege the exploit. Known Solidified issue 7. Infeasible in the context after all,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L75-L82,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L76-L77,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L75-L82,validation-378,DUPE-Compensate-001,,,,,
Satisfactory,validation-212,No incentives to write off bad debt when remaining collateral is very small,"QA, small loan profitability liquidation",liq unprofitable,Illiquid dust debt,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L100,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L100,https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L210-L220,"""https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L210-L220,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L100""",validation-38,"""DUPE-Liquidate-001,DUPE-Size-002""",,,,,
Satisfactory,validation-38,"Borrowers can partially pay back and leave a small borrowing amount in their position, leading to the protocol's bad debt","QA, small loan profitability liquidation",liq unprofitable,Illiquid dust debt,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L100,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L100,https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L210-L220,"""https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L210-L220,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L100""",validation-38,"""DUPE-Liquidate-001,DUPE-Size-002""",,,,,
Satisfactory,validation-409,There's no liquidation incentive for small positions which can lead to the accrual of bad debt,"QA, small loan profitability liquidation",liq unprofitable,Illiquid dust debt,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L100,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L100,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L95-L100,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L95-L100,validation-38,DUPE-Liquidate-001,,,,,
Satisfactory,validation-566,Unprofitable Liquidation for Small Loans Leads to Bad Debt,"QA, small loan profitability liquidation",liq unprofitable,Illiquid dust debt,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L100,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L100,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L100,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L100,validation-38,DUPE-Liquidate-001,DUPE-BuyCreditMarket-001,DUPE-SellCreditMarket-003,,,
Satisfactory,validation-612,profit margin when liquidating small positions might not be enough to cover liquidator costs,"QA, small loan profitability liquidation",liq unprofitable,Low QA on protocol current design,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L100,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L100,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L100,validation-38,DUPE-Liquidate-001,DUPE-CapsLibrary-003,DUPE-Multicall-001,DUPE-Multicall-002,,
Satisfactory,validation-380,"Compensate can be used to dump ""unwanted"" positions on unsuspecting lenders",appears to be QA,some lenders could get unwanted position. Maybe expected behavior.,Devoid of coded POC to allege the exploit,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L95,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L139-L144,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L139-L144,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L95""",validation-380,"""DUPE-Compensate-002,DUPE-RiskLibrary-003""",,,,,
Satisfactory,validation-127,Bad debt cannot be liquidated when contract is paused,Acceptable risk but should be noted regardless,paused cannot repay,Known readme issue,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L113,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",findings-25,"""DUPE-LoanLibrary-001,DUPE-RiskLibrary-001""",DUPE-AccountingLibrary-001,DUPE-AccountingLibrary-001,DUPE-AccountingLibrary-001,,
Satisfactory,validation-167,Debt repayment and collateral loss risk if Size contract is paused,Acceptable risk but should be noted regardless,paused cannot repay,Known readme issue,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L113,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",findings-25,"""DUPE-LoanLibrary-001,DUPE-RiskLibrary-001""",,,,,
Satisfactory,validation-237,Repay and liquidate are pausable but no grace period applied to liquidations after protocol gets unpaused which would lead to unfair liquidations of users,Acceptable risk but should be noted regardless,paused cannot repay,Known readme issue,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L113,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",findings-25,"""DUPE-LoanLibrary-001,DUPE-RiskLibrary-001""",,,,,
Satisfactory,validation-288,No mechanism to protect `DebtPositions` that become overdue during Protocol Pause from liquidations,Acceptable risk but should be noted regardless,paused cannot repay,Known readme issue,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L113,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",findings-25,"""DUPE-LoanLibrary-001,DUPE-RiskLibrary-001""",,,,,
Satisfactory,validation-294,Borrower Gets Immediately Liquidated After Repayments Resume,Acceptable risk but should be noted regardless,paused cannot repay,Known readme issue,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L113,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",findings-25,"""DUPE-LoanLibrary-001,DUPE-RiskLibrary-001""",,,,,
Satisfactory,validation-382,A borrower's debt position can be forced to be liquidated - even though the borrower was willing to repay,Acceptable risk but should be noted regardless,paused cannot repay,Known readme issue,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L113,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",findings-25,"""DUPE-LoanLibrary-001,DUPE-RiskLibrary-001""",,,,,
Satisfactory,validation-468,Pausing Prevents Closure and Liquidation of Outstanding Loan,Acceptable risk but should be noted regardless,paused cannot repay,Known readme issue,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L113,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",findings-25,"""DUPE-LoanLibrary-001,DUPE-RiskLibrary-001""",DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,,,
Satisfactory,validation-564,Borrower are not able to repay debt when protocol is paused.,Acceptable risk but should be noted regardless,paused cannot repay,Known readme issue,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L113,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",findings-25,"""DUPE-LoanLibrary-001,DUPE-RiskLibrary-001""",DUPE-BuyCreditMarket-001,DUPE-SellCreditMarket-003,,,
Satisfactory,validation-576,Liquidators can prevent users from making their positions healthy during an unpause.,Acceptable risk but should be noted regardless,paused cannot repay,Known readme issue,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L113,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",findings-25,"""DUPE-LoanLibrary-001,DUPE-RiskLibrary-001""",DUPE-BuyCreditMarket-003,DUPE-Compensate-002,DUPE-SellCreditMarket-004,,
Satisfactory,validation-601,Users can not deposit and repay their loans if the contract is paused leading to unintended and uncontrollable overdue liquidations,Acceptable risk but should be noted regardless,paused cannot repay,Known readme issue,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L113,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",findings-25,"""DUPE-LoanLibrary-001,DUPE-RiskLibrary-001""",,,,,
Satisfactory,validation-426,Wrong calculations causes the borrowers to owe more credit than necessary,"QA at most, fees",swap fee netCashAmountIn,Likely incorrect fee calculation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L294,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L294""",validation-426,"""DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002""",DUPE-AccountingLibrary-001,DUPE-Compensate-002,DUPE-Compensate-006,,
Satisfactory,validation-440,still possible to take loans amounts below the riskConfig.minimumCreditBorrowAToken,minimum bypass via replacement,LiquidateWithReplacement() break minimumCreditBorrowAToken limit,Known readme issue. Admins are trusted,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L47-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L120,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L120,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L47-L93""",validation-440,"""DUPE-LiquidateWithReplacement-002,DUPE-LiquidateWithReplacement-003""",DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-Size-001,DUPE-Size-004,DUPE-Size-006
Satisfactory,validation-281,"When liquidateWithReplacement is called, the new borrower does not pay the swapFee ",no fee on replacement,liq miss swap fee,Intended design,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,findings-53,DUPE-LiquidateWithReplacement-001,,,,,
Satisfactory,validation-329,Borrowers do not pay any swap fees during liquidation with replacement,no fee on replacement,liq miss swap fee,Intended design,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,findings-53,DUPE-LiquidateWithReplacement-001,,,,,
Satisfactory,validation-345,CreditSellers are not charged the swapFee for receiving cash when their SellCredit LimitOrders are filled by a liquidation with replacement,no fee on replacement,liq miss swap fee,Intended design,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,findings-53,DUPE-LiquidateWithReplacement-001,,,,,
Satisfactory,validation-390,borrower that get matched through `liquidateWithReplacement()` will unfairly get more Cash than he should.,no fee on replacement,liq miss swap fee,Intended design,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,findings-53,DUPE-LiquidateWithReplacement-001,,,,,
Satisfactory,validation-443,The new borrower in `LiquidateWithReplacement` is not charged swapping fee,no fee on replacement,liq miss swap fee,Intended design,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,findings-53,DUPE-LiquidateWithReplacement-001,DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,,,
Satisfactory,validation-469,Protocol Fee isn't collected in liquidate with replacement,no fee on replacement,liq miss swap fee,Intended design,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,findings-53,DUPE-LiquidateWithReplacement-001,DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,,
Satisfactory,validation-475,"Users can pay less fees for the same amount of cash, protocol losses expected income","QA at most, fees","swap fee, 3 places",Likely incorrect fee calculation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",findings-53,"""DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002""",DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,,
Satisfactory,validation-567,"when a borrow Order is filled via Size::liquidateWithReplacement, the borrower does not end up paying for swap fees",no fee on replacement,liq miss swap fee,Intended design,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,findings-53,DUPE-LiquidateWithReplacement-001,DUPE-BuyCreditMarket-001,DUPE-SellCreditMarket-003,,,
Satisfactory,validation-592,Borrowers pay more credit than necessary,"QA at most, fees",swap fee math,Likely incorrect fee calculation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L177,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L177""",findings-53,"""DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-SellCreditMarket-001""",,,,,
Satisfactory,validation-593,Through `liquidateWithReplacement` a borrower can avoid paying swap fees,no fee on replacement,liq miss swap fee,Intended design,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,findings-53,DUPE-LiquidateWithReplacement-001,,,,,
Satisfactory,validation-607,Fees are not taken from the issuanceValue in the liquidateWithReplacement function.,no fee on replacement,liq miss swap fee,Intended design,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L146,findings-53,DUPE-LiquidateWithReplacement-001,DUPE-CapsLibrary-003,DUPE-Multicall-001,DUPE-Multicall-002,,
Satisfactory,validation-449,Wrong low and high tenors  (values in the x axis) are used to calculate the final apr,Wrong order of arguments,"(high,low) or (low,high)",Insufficient proof (lacking coded POC) alleging the flaw,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/Math.sol#L67,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/YieldCurveLibrary.sol#L115-L143,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/Math.sol#L51-L68""",,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/Math.sol#L51-L68,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/YieldCurveLibrary.sol#L115-L143""",validation-449,"""DUPE-Math-001,DUPE-YieldCurveLibrary-001""",DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,,
Satisfactory,validation-461,Incorrect calculation of fees lead to protocols Loss - sellCreditMarketOrder.,fee 2 getCreditAmountIn,"swap fee, POC not quite clear",Likely incorrect fee calculation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L197,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L207""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L197,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L207,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263""",validation-461,"""DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002""",DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,,
Satisfactory,validation-462,Seller/Borrower is grieved by making him pay the swapFee for the fragmentionFees that goes to the protocol. - SellCreditMarketOrder.,"QA at most, fees","flawed swap fee logic, borrower is paying the swapFees for fragmentationFees too which is destined to go to the protocol",Intended design,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L127-L203,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L185-L217""",,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L127-L203,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L185-L217,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",validation-462,"""DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-SellCreditMarket-001""",DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,,,
Satisfactory,validation-497,Incorrect Overdue Liquidation Protocol Fees Calculation,,liq collateralRemainderCap,Flawed calculation affecting borrower with healthier collateral ratio status,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L105-L108,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L107-L108,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L90-L113,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L90-L113,validation-497,DUPE-Liquidate-001,DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-SellCreditMarket-001,,
Satisfactory,validation-719,Liquidate sets `collateralRemainderCap` incorrectly as only overcollateralization part needs to be compared to the remainder,,liq collateralRemainderCap,Flawed calculation affecting borrower with healthier collateral ratio status,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L105-L108,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L107-L108,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L90-L113,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L90-L113,validation-497,DUPE-Liquidate-001,DUPE-Compensate-003,DUPE-Compensate-004,,,
